MunicipCode,pan.vote.09,marginality.06,PAN.governor.06,PAN.visits.06,competitive.district
32037,0.146,-0.206,0,0,1
32038,0.108,0.08,0,0,1
32039,0.158,-0.944,0,0,1
32040,0.146,-0.154,0,0,1
32041,0.063,0.063,0,0,1
32042,0.177,-0.693,0,0,1
32043,0.2,-0.355,0,0,1
32044,0.281,-0.566,0,0,1
32045,0.169,-0.618,0,0,1
32046,0.139,-0.433,0,0,1
32047,0.155,-0.664,0,0,1
32048,0.313,-0.951,0,0,1
32049,0.247,-0.265,0,0,1
32050,0.091,-0.598,0,0,1
32051,0.126,-0.233,0,0,1
32052,0.18,-0.658,0,0,1
32053,0.225,-0.621,0,0,1
32054,0.143,-0.155,0,0,1
32055,0.251,-0.697,0,0,1
32056,0.196,-1.821,0,2,1
32057,0.133,-0.794,0,0,1
