id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30386,English,qualified,40,Associate degree,Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,Maine,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,No,A Republican,"Yes, registered to vote at my current address",30-49,1.09
30387,English,qualified,47,"Some college, no degree",Some college,Male,Hispanic,5,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,South,Rented for cash,Texas,Working - self-employed,Approve,Somewhat concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.1353
30388,English,qualified,26,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A building with 2 or more apartments,"$50,000 to $59,999",Married,Metro area,South,Rented for cash,Florida,Working - as a paid employee,Approve,Not concerned at all,No, ,No,An Independent,"Yes, registered to vote at my current address",18-29,1.5416
30389,English,qualified,37,Master's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",2,A building with 2 or more apartments,"$150,000 to $174,999",Married,Metro area,NorthEast,Rented for cash,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.6453
30390,English,qualified,39,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A mobile home,"$60,000 to $74,999",Never married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Working - as a paid employee,Approve,Not concerned at all,Yes,By May 1,No,A Republican,"Yes, registered to vote at my current address",30-49,1.1276
30391,English,qualified,72,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$25,000 to $29,999",Married,Non-metro area,West,Rented for cash,Idaho,Not working - retired,Approve,Somewhat concerned,No, ,Yes,An Independent,"Yes, registered to vote at my current address",65+,.8539
30392,English,qualified,64,Associate degree,Some college,Male,"Black, Non-Hispanic",2,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Metro area,MidWest,Rented for cash,Ohio,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.8815
30393,English,qualified,46,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,No,A Republican,"Yes, registered to vote at my current address",30-49,.724
30394,English,qualified,72,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$35,000 to $39,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Not working - retired,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.3806
30395,English,qualified,33,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$35,000 to $39,999",Never married,Metro area,MidWest,Rented for cash,Iowa,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,No,A Democrat,"Yes, registered to vote at my current address",30-49,.592
30396,English,qualified,36,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"Other, Non-Hispanic",5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Nevada,Not working - looking for work,Approve,Not so concerned,Yes,By June 1,Yes,An Independent,Not sure,30-49,1.1684
30397,English,qualified,46,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$85,000 to $99,999",Married,Metro area,South,Rented for cash,Texas,Working - self-employed,Approve,Somewhat concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",30-49,.5727
30398,English,qualified,29,Bachelor's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",3,A building with 2 or more apartments,"$250,000 or more",Married,Metro area,NorthEast,Rented for cash,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",18-29,.9365
30399,English,qualified,72,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"Other, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",65+,.9322
30400,English,qualified,72,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Divorced,Metro area,West,Owned or being bought by you or someone in your household,Oregon,Not working - retired,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.7056
30401,English,qualified,60,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,West,Owned or being bought by you or someone in your household,Colorado,Working - self-employed,Approve,Somewhat concerned,Yes,Longer than that,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.5933
30402,English,qualified,31,"Some college, no degree",Some college,Female,"White, Non-Hispanic",1,A building with 2 or more apartments,"Less than $5,000",Separated,Metro area,NorthEast,Rented for cash,New York,Not working - disabled,Approve,Not so concerned,Yes,By May 1,Yes,Something else,Not sure,30-49,1.5129
30403,English,qualified,54,Bachelor's degree,Bachelors degree or higher,Female,Hispanic,3,A one-family house detached from any other house,"$12,500 to $14,999",Divorced,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,Something else,"Yes, registered to vote at my current address",50-64,1.8938
30404,English,qualified,41,"Some college, no degree",Some college,Female,Hispanic,6 or more,A one-family house detached from any other house,"$100,000 to $124,999",Living with partner,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By May 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,1.1765
30405,English,qualified,27,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Living with partner,Metro area,West,Rented for cash,Washington,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.8188
30406,English,qualified,27,12th grade NO DIPLOMA,Less than high school,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Non-metro area,West,Owned or being bought by you or someone in your household,Idaho,Working - self-employed,Approve,Not so concerned,No, ,Did not leave home in the past week,A Republican,"Yes, registered to vote at my current address",18-29,3.0468
30407,English,qualified,29,Associate degree,Some college,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Kentucky,Working - as a paid employee,Approve,Not so concerned,Yes,By June 1,No,Something else,"No, not registered to vote at my current address",18-29,2.1708
30408,English,qualified,61,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,No,An Independent,"Yes, registered to vote at my current address",50-64,.6119
30409,English,qualified,64,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$150,000 to $174,999",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Not working - retired,Approve,Not so concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",50-64,1.1781
30410,English,qualified,30,Bachelor's degree,Bachelors degree or higher,Female,"Black, Non-Hispanic",4,A one-family house attached to one or more houses,"$30,000 to $34,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Working - as a paid employee,Approve,Somewhat concerned,Yes,By May 1,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",30-49,1.5554
30411,English,qualified,22,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,6 or more,A building with 2 or more apartments,"$30,000 to $34,999",Never married,Metro area,West,Rented for cash,California,Not working - looking for work,Disapprove,Somewhat concerned,Yes,By May 1,Yes,Something else,"No, not registered to vote at my current address",18-29,3.9979
30412,English,qualified,86,Professional or Doctorate degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$200,000 to $249,999",Never married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Not working - retired,Disapprove,Somewhat concerned,Yes,Longer than that,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",65+,.3777
30413,English,qualified,62,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$15,000 to $19,999",Separated,Metro area,South,Owned or being bought by you or someone in your household,Florida,Not working - retired,Approve,Not so concerned,Yes,By the end of summer,No,A Republican,"Yes, registered to vote at my current address",50-64,.7157
30414,English,qualified,63,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - self-employed,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.5437
30415,English,qualified,49,Bachelor's degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Working - self-employed,Approve,Very concerned,Yes,By the end of summer,No,A Republican,"Yes, registered to vote at my current address",30-49,.7952
30416,English,qualified,29,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$5,000 to $7,499",Never married,Metro area,South,Rented for cash,North Carolina,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.6899
30417,English,qualified,23,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$85,000 to $99,999",Never married,Metro area,South,Rented for cash,Florida,Not working - looking for work,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",18-29,1.3747
30418,English,qualified,29,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.8718
30419,English,qualified,78,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Not working - retired,Approve,Somewhat concerned,Yes,By June 1,No,A Republican,"Yes, registered to vote at my current address",65+,.3833
30420,English,qualified,29,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - self-employed,Approve,Somewhat concerned,Yes,By July 1,No,A Republican,"No, not registered to vote at my current address",18-29,2.7657
30421,English,qualified,30,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Not working - other,Disapprove,Not so concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.5981
30422,English,qualified,28,7th or 8th grade,Less than high school,Male,"White, Non-Hispanic",5,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Louisiana,Not working - disabled,Disapprove,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",18-29,2.4624
30423,English,qualified,27,12th grade NO DIPLOMA,Less than high school,Male,Hispanic,6 or more,A building with 2 or more apartments,"$60,000 to $74,999",Never married,Metro area,West,Rented for cash,California,Not working - looking for work,Approve,Somewhat concerned,Yes,By the end of the year,Yes,Something else,Not sure,18-29,5.4759
30424,English,qualified,39,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$50,000 to $59,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Indiana,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.674
30425,English,qualified,37,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Colorado,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.4317
30426,English,qualified,37,"Some college, no degree",Some college,Male,"Other, Non-Hispanic",4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,North Dakota,Working - as a paid employee,Disapprove,Not so concerned,Yes,By July 1,Yes,An Independent,"No, not registered to vote at my current address",30-49,1.2372
30427,English,qualified,62,Associate degree,Some college,Female,Hispanic,6 or more,A one-family house detached from any other house,"$150,000 to $174,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.9136
30428,English,qualified,82,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"Black, Non-Hispanic",1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Not working - retired,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",65+,1.8379
30429,English,qualified,61,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A building with 2 or more apartments,"$12,500 to $14,999",Divorced,Non-metro area,NorthEast,Rented for cash,Connecticut,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,No,An Independent,"Yes, registered to vote at my current address",50-64,.8952
30430,English,qualified,53,Associate degree,Some college,Female,"White, Non-Hispanic",5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,Yes,A Democrat,"No, not registered to vote at my current address",50-64,.4542
30431,English,qualified,35,Master's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,A one-family house attached to one or more houses,"$200,000 to $249,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0438
30432,English,qualified,39,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,A one-family house detached from any other house,"$200,000 to $249,999",Married,Metro area,South,Owned or being bought by you or someone in your household,District of Columbia,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.715
30433,English,qualified,65,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-metro area,West,Owned or being bought by you or someone in your household,Colorado,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",65+,.3118
30434,English,qualified,29,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A building with 2 or more apartments,"$125,000 to $149,999",Married,Metro area,South,Rented for cash,Texas,Working - self-employed,Disapprove,Very concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",18-29,.9148
30435,English,qualified,28,"Some college, no degree",Some college,Male,"Black, Non-Hispanic",4,A building with 2 or more apartments,"$40,000 to $49,999",Married,Metro area,South,Rented for cash,Florida,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",18-29,2.8891
30436,English,qualified,58,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.5619
30437,English,qualified,57,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Not working - other,Disapprove,Somewhat concerned,Yes,By July 1,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",50-64,.8837
30438,English,qualified,52,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - as a paid employee,Disapprove,Very concerned,Yes,Longer than that,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.487
30439,English,qualified,42,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Not working - other,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.558
30440,English,qualified,58,"Some college, no degree",Some college,Female,"White, Non-Hispanic",3,A building with 2 or more apartments,"$35,000 to $39,999",Married,Metro area,NorthEast,Rented for cash,Pennsylvania,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.5848
30441,English,qualified,48,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$35,000 to $39,999",Married,Metro area,South,Rented for cash,Florida,Working - self-employed,Approve,Not concerned at all,No, ,No,A Republican,"Yes, registered to vote at my current address",30-49,1.5327
30442,English,qualified,63,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A one-family house detached from any other house,"$50,000 to $59,999",Divorced,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Not working - retired,Approve,Not so concerned,Yes,By May 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.9936
30443,English,qualified,44,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Texas,Working - self-employed,Approve,Somewhat concerned,No, ,Did not leave home in the past week,A Republican,"Yes, registered to vote at my current address",30-49,1.0544
30444,English,qualified,85,"Some college, no degree",Some college,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Not working - retired,Disapprove,Very concerned,Yes,By the end of summer,Yes,An Independent,"Yes, registered to vote at my current address",65+,.6185
30445,English,qualified,22,"Some college, no degree",Some college,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"Less than $5,000",Living with partner,Metro area,South,Rented for cash,Florida,Not working - other,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.8348
30446,English,qualified,28,Associate degree,Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Non-metro area,South,Owned or being bought by you or someone in your household,Florida,Not working - looking for work,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",18-29,1.3032
30447,English,qualified,24,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$250,000 or more",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Kansas,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",18-29,.7368
30448,English,qualified,24,Bachelor's degree,Bachelors degree or higher,Male,Hispanic,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro area,South,Rented for cash,Virginia,Working - as a paid employee,Approve,Somewhat concerned,Yes,By June 1,Yes,An Independent,"No, not registered to vote at my current address",18-29,1.4222
30449,English,qualified,60,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",50-64,.5544
30450,English,qualified,27,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A building with 2 or more apartments,"$40,000 to $49,999",Living with partner,Metro area,West,Rented for cash,Colorado,Not working - looking for work,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,1.0543
30451,English,qualified,21,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,5,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Non-metro area,South,Owned or being bought by you or someone in your household,Texas,Working - self-employed,Disapprove,Somewhat concerned,Yes,By the end of the year,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",18-29,1.8566
30452,English,qualified,21,"Some college, no degree",Some college,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Non-metro area,South,Owned or being bought by you or someone in your household,Kentucky,Working - self-employed,Approve,Somewhat concerned,Yes,By May 1,Yes,A Republican,"Yes, registered to vote at my current address",18-29,1.2532
30453,English,qualified,67,"Some college, no degree",Some college,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$40,000 to $49,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Tennessee,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.4346
30454,English,qualified,62,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Rented for cash,Virginia,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.7066
30455,English,qualified,42,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"2+ Races, Non-Hispanic",4,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro area,NorthEast,Rented for cash,New York,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"No, not registered to vote at my current address",30-49,1.1852
30456,English,qualified,62,Associate degree,Some college,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$60,000 to $74,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.6078
30457,English,qualified,50,Master's degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",1,A one-family house attached to one or more houses,"$15,000 to $19,999",Never married,Non-metro area,West,Owned or being bought by you or someone in your household,Arizona,Not working - looking for work,Approve,Somewhat concerned,Yes,By May 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.5926
30458,English,qualified,59,Associate degree,Some college,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.6606
30459,English,qualified,23,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,Hispanic,1,A building with 2 or more apartments,"$85,000 to $99,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Somewhat concerned,No, ,No,An Independent,Not sure,18-29,1.9213
30460,English,qualified,27,"Some college, no degree",Some college,Female,Hispanic,5,A building with 2 or more apartments,"$75,000 to $84,999",Never married,Metro area,South,Rented for cash,Texas,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",18-29,2.4807
30461,English,qualified,26,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,A one-family house attached to one or more houses,"$85,000 to $99,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,No,A Democrat,"Yes, registered to vote at my current address",18-29,.4897
30462,English,qualified,64,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Missouri,Not working - retired,Disapprove,Very concerned,Yes,By the end of summer,No,An Independent,"Yes, registered to vote at my current address",50-64,.3904
30463,English,qualified,27,"Some college, no degree",Some college,Female,"White, Non-Hispanic",6 or more,A one-family house detached from any other house,"$75,000 to $84,999",Divorced,Non-metro area,MidWest,Rented for cash,Ohio,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",18-29,.9955
30464,English,qualified,20,"Some college, no degree",Some college,Male,"White, Non-Hispanic",3,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Iowa,Working - as a paid employee,Approve,Somewhat concerned,Yes,By July 1,Did not leave home in the past week,A Republican,"Yes, registered to vote at my current address",18-29,1.0722
30465,English,qualified,54,Associate degree,Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Alaska,Working - as a paid employee,Approve,Not so concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,.6643
30466,English,qualified,42,"Some college, no degree",Some college,Female,"Black, Non-Hispanic",5,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro area,South,Owned or being bought by you or someone in your household,Tennessee,Working - as a paid employee,Approve,Somewhat concerned,No, ,No,An Independent,"No, not registered to vote at my current address",30-49,2.5423
30467,English,qualified,53,Master's degree,Bachelors degree or higher,Female,Hispanic,3,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of summer,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.7079
30468,English,qualified,57,"Some college, no degree",Some college,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,Oklahoma,Working - as a paid employee,Approve,Very concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",50-64,.6416
