"","year","country","countryNUM","ccodeiso","incDiocese","decDiocese","sumDiocese","state3","polity2","cathpct","cathpop","propenpt","jewpct","nonCathVsChristian","gdp","gdpChange","nonCathVsCath","hogCatholic","hogrel","hogideo","cathPreferredReligion","cathCompositeScore","cathReligiousEducationCompositeScore","cathFinancialCompositeScore","cathRegulatoryBurdenCompositeScore","cathFreeExerciseCompositeScore","incDiocese_lag","decDiocese_lag","sumDiocese_lag","state3_lag","polity2_lag","cathpct_lag","cathpop_lag","propenpt_lag","jewpct_lag","nonCathVsChristian_lag","gdp_lag","gdpChange_lag","nonCathVsCath_lag","hogCatholic_lag","hogrel_lag","hogideo_lag","cathPreferredReligion_lag","cathCompositeScore_lag","cathReligiousEducationCompositeScore_lag","cathFinancialCompositeScore_lag","cathRegulatoryBurdenCompositeScore_lag","cathFreeExerciseCompositeScore_lag","anyDiocese"
"3634",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,6.47565468437552,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.617953,5382648,14.56821,0.691573,0,11293.92464,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3635",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,6.47565468437552,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3636",1973,"United Kingdom",30,"GBR",4,0,4,"Increase",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3637",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,4,0,4,"Increase",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3638",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3639",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3640",1973,"United Kingdom",30,"GBR",0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3641",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,-1.38355636819173,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.675859,5426352,14.41957,0.6827601,0,12025.2802,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3642",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,-1.38355636819173,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3643",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3644",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3645",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3646",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3647",1974,"United Kingdom",30,"GBR",0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3648",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,-0.099643190709886,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.733324,5467264,14.27399,0.6740326,0,11858.90367,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3649",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,-0.099643190709886,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3650",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3651",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3652",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3653",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3654",1975,"United Kingdom",30,"GBR",0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3655",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,2.26102043642613,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.79036,5505524,14.13095,0.6653948,0,11847.08708,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3656",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,2.26102043642613,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3657",1976,"United Kingdom",30,"GBR",1,0,1,"Increase",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3658",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,1,0,1,"Increase",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3659",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3660",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3661",1976,"United Kingdom",30,"GBR",0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3662",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,2.217598112608,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.846983,5541184,14.01601,0.6568488,0,12114.95214,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3663",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,2.217598112608,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3664",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3665",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3666",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3667",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3668",1977,"United Kingdom",30,"GBR",0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3669",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,3.58717408862455,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.903207,5574564,13.90251,0.6483812,0,12383.61309,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3670",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,3.58717408862455,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3671",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3672",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3673",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3674",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3675",1978,"United Kingdom",30,"GBR",0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3676",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,2.64618584483882,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,9.95905,5606437,13.789,0.639923,0,12827.83485,0,0,"Non-Christian","0","L",0,0.3333,2.5,2,1.75,1.6667,0
"3677",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,2.64618584483882,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3678",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3679",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3680",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3681",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3682",1979,"United Kingdom",30,"GBR",0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3683",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,-1.79074085685345,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.01453,5637808,13.67376,0.6313865,0,13167.2832,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3684",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,-1.79074085685345,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3685",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3686",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3687",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3688",1980,"United Kingdom",30,"GBR",1,0,1,"Increase",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3689",1980,"United Kingdom",30,"GBR",0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,1,0,1,"Increase",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3690",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,-1.42338556330838,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.06968,5669518,13.55544,0.6227124,0,12931.49128,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3691",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,-1.42338556330838,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3692",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3693",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3694",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3695",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3696",1981,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3697",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,1.6255916694337,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12451,5701859,13.43331,0.6139078,0,12747.4263,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3698",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,1.6255916694337,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3699",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3700",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3701",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3702",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3703",1982,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3704",1983,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,3.47226301195971,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12564,5704906,13.32278,0.6049978,0,12954.6474,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3705",1983,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,3.47226301195971,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3706",1983,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3707",1983,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
"3708",1983,"United Kingdom",30,"GBR",0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0,0,0,"None",10,10.12706,5709558,13.25133,0.595964,0,13404.46683,0,0,"Non-Christian","0","R",0,0.3333,2.5,2,1.75,1.6667,0
